Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter,Birth_Country,Salary,Contract_Type
25,2006,3B,Joel Guzmán,21,8,23,19,2,4,0,0,0,3,0,0,3,2,0.211,0.348,0.211,0.558,48,4,3,1,0,0,0,Right,No,USA,344000.0,Rookie
26,2006,RF,Cody Ross,25,8,14,14,4,7,1,1,2,9,1,0,0,2,0.5,0.5,1.143,1.643,303,16,0,0,0,0,0,Right,No,USA,363000.0,Rookie
27,2006,OF,Delwyn Young,24,8,5,5,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,Yes,USA,389000.0,Rookie
28,2006,C,Einar Díaz,33,3,3,3,0,2,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.333,244,2,0,0,0,0,0,Right,No,USA,312000.0,Rookie
29,2006,P,Derek Lowe,33,33,79,64,5,6,2,0,0,3,0,0,4,19,0.094,0.145,0.125,0.27,-30,8,1,0,10,1,0,Right,No,USA,325000.0,Rookie
30,2006,P,Brad Penny,28,33,70,65,3,12,3,0,0,5,0,0,0,16,0.185,0.185,0.231,0.415,6,15,0,0,5,0,0,Right,No,USA,336000.0,Rookie
31,2006,P,Aaron Sele,36,26,33,26,2,5,1,0,0,0,0,0,1,7,0.192,0.222,0.231,0.453,16,6,1,0,6,0,0,Right,No,USA,338000.0,Rookie
32,2006,P,Brett Tomko,33,44,31,25,2,3,0,0,0,0,0,0,1,13,0.12,0.154,0.12,0.274,-28,3,0,0,5,0,0,Right,No,USA,337000.0,Rookie
33,2006,P,Greg Maddux,40,12,29,25,1,5,1,0,0,3,1,0,0,5,0.2,0.192,0.24,0.432,10,6,0,0,3,1,0,Right,No,USA,382000.0,Rookie
34,2006,P,Chad Billingsley,21,16,28,24,2,2,0,0,0,2,0,0,2,15,0.083,0.185,0.083,0.269,-27,2,0,1,1,0,0,Right,No,USA,364000.0,Rookie
35,2006,P,Mark Hendrickson,32,17,23,19,1,0,0,0,0,0,0,0,2,14,0.0,0.095,0.0,0.095,-72,0,0,0,2,0,0,Left,No,Dominican Republic,355000.0,Rookie
36,2006,P,Jae Weong Seo,29,17,20,18,0,2,0,0,0,0,0,0,1,6,0.111,0.158,0.111,0.269,-29,2,1,0,1,0,0,Right,No,USA,328000.0,Rookie
37,2006,P,Odalis Perez,28,19,17,15,3,1,0,0,0,0,0,0,1,1,0.067,0.125,0.067,0.192,-49,1,0,0,1,0,0,Left,No,Cuba,374000.0,Rookie
38,2006,P,Hung-Chih Kuo,24,25,11,8,1,1,1,0,0,0,0,0,0,6,0.125,0.125,0.25,0.375,-7,2,0,0,3,0,0,Left,No,USA,386000.0,Rookie
39,2006,P,Eric Stults,26,6,6,5,1,3,0,0,0,0,0,0,0,1,0.6,0.6,0.6,1.2,209,3,0,0,1,0,0,Left,No,Venezuela,374000.0,Rookie
40,2006,P,Jonathan Broxton,22,65,4,2,0,0,0,0,0,0,0,0,1,2,0.0,0.333,0.0,0.333,-3,0,0,0,1,0,0,Right,No,Venezuela,300000.0,Rookie
41,2006,P,Franquelis Osoria,24,12,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,Dominican Republic,357000.0,Rookie
42,2006,P,Joe Beimel,29,59,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No,USA,305000.0,Rookie
43,2006,P,Tim Hamulack,29,33,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,Japan,323000.0,Rookie
44,2006,P,Elmer Dessens,35,19,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,USA,305000.0,Rookie
45,2006,P,Éric Gagné,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,354000.0,Rookie
46,2006,P,Takashi Saito,36,69,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,USA,362000.0,Rookie
47,2006,P,Danys Báez,28,42,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,310000.0,Rookie
48,2006,P,Giovanni Carrara,38,25,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,335000.0,Rookie
49,2006,P,Lance Carter,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,341000.0,Rookie
50,2006,P,Yhency Brazobán,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,333000.0,Rookie
1,2005,C,Jason Phillips,28,121,434,399,38,95,20,0,10,55,0,1,25,50,0.238,0.287,0.363,0.65,71,145,16,4,2,4,4,Right,No,USA,1056000.0,Rookie
2,2005,1B,Hee-Seop Choi,26,133,368,320,40,81,15,2,15,42,1,3,34,80,0.253,0.336,0.453,0.789,107,145,10,8,2,4,1,Left,No,USA,2467000.0,Arbitration
3,2005,2B,Jeff Kent,37,149,637,553,100,160,36,0,29,105,6,2,72,85,0.289,0.377,0.512,0.889,133,283,19,8,0,4,8,Right,No,USA,3542000.0,Arbitration
4,2005,SS,César Izturis,25,106,478,444,48,114,19,2,2,31,8,8,25,51,0.257,0.302,0.322,0.624,66,143,11,4,4,1,1,Right,Yes,USA,851000.0,Rookie
5,2005,3B,Mike Edwards,28,88,258,239,23,59,9,2,3,15,1,1,16,34,0.247,0.3,0.339,0.639,69,81,6,2,1,0,0,Right,No,USA,1017000.0,Rookie
6,2005,LF,Ricky Ledée,31,102,266,237,31,66,16,1,7,39,0,0,20,55,0.278,0.335,0.443,0.778,104,105,5,3,0,6,1,Left,No,USA,2610000.0,Arbitration
7,2005,CF,Milton Bradley,27,75,316,283,49,82,14,1,13,38,6,1,25,47,0.29,0.35,0.484,0.835,118,137,6,2,4,1,1,Right,Yes,Puerto Rico,6160000.0,Arbitration
8,2005,RF,J.D. Drew,29,72,311,252,48,72,12,1,15,36,1,1,51,50,0.286,0.412,0.52,0.931,145,131,3,5,0,3,3,Left,No,USA,7637000.0,Arbitration
9,2005,IF,Oscar Robles,29,110,399,364,44,99,18,1,5,34,0,8,31,33,0.272,0.332,0.368,0.7,86,134,8,2,1,1,0,Left,No,Dominican Republic,3257000.0,Arbitration
10,2005,OF,Jayson Werth,26,102,395,337,46,79,22,2,7,43,11,2,48,114,0.234,0.338,0.374,0.711,89,126,10,6,1,3,2,Right,No,USA,2366000.0,Arbitration
11,2005,1B,Olmedo Saenz,34,109,352,319,39,84,24,0,15,63,0,1,27,63,0.263,0.325,0.48,0.804,110,153,12,3,0,2,1,Right,No,Dominican Republic,4521000.0,Arbitration
12,2005,OF,Jason Repko,24,129,301,276,43,61,15,3,8,30,5,0,16,80,0.221,0.281,0.384,0.665,74,106,7,7,2,0,1,Right,No,Mexico,733000.0,Rookie
13,2005,IF,Antonio Perez,25,98,287,259,28,77,13,2,3,23,11,4,21,61,0.297,0.36,0.398,0.758,101,103,4,5,1,1,1,Right,No,Cuba,2534000.0,Arbitration
14,2005,C,Dioner Navarro,21,50,199,176,21,48,9,0,3,14,0,0,20,21,0.273,0.354,0.375,0.729,94,66,3,2,1,0,1,Right,Yes,USA,1442000.0,Rookie
15,2005,UT,Jose Valentin,35,56,184,147,17,25,4,2,2,14,3,1,31,38,0.17,0.326,0.265,0.591,60,39,2,4,0,2,2,Right,Yes,Dominican Republic,622000.0,Rookie
16,2005,RF,José Cruz,31,47,179,156,23,47,14,2,6,22,0,1,23,43,0.301,0.391,0.532,0.923,142,83,4,0,0,0,1,Right,Yes,Puerto Rico,8047000.0,Mid
17,2005,LF,Jason Grabowski,29,65,124,112,14,18,0,0,4,12,1,0,10,29,0.161,0.228,0.268,0.495,31,30,4,0,0,1,1,Left,No,Venezuela,785000.0,Rookie
18,2005,3B,Willy Aybar,22,26,105,86,12,28,8,0,1,10,3,1,18,11,0.326,0.448,0.453,0.901,140,39,0,1,0,0,0,Right,Yes,USA,3074000.0,Arbitration
19,2005,C,Paul Bako,33,13,47,40,1,10,2,0,0,4,0,0,7,12,0.25,0.362,0.3,0.662,78,12,0,0,0,0,1,Left,No,USA,381000.0,Rookie
20,2005,C,Mike Rose,28,15,46,43,2,9,2,0,1,1,0,0,3,6,0.209,0.261,0.326,0.586,54,14,3,0,0,0,0,Right,Yes,USA,306000.0,Rookie
21,2005,IF,Norihiro Nakamura,31,17,41,39,1,5,2,0,0,3,0,0,2,7,0.128,0.171,0.179,0.35,-7,7,3,0,0,0,0,Right,No,Cuba,348000.0,Rookie
22,2005,RF,Cody Ross,24,14,26,25,1,4,1,0,0,1,0,0,1,10,0.16,0.192,0.2,0.392,4,5,1,0,0,0,0,Right,No,USA,313000.0,Rookie
23,2005,1B,Brian Myrow,28,19,25,20,2,4,1,0,0,0,0,0,5,8,0.2,0.36,0.25,0.61,66,5,0,0,0,0,0,Left,No,Puerto Rico,301000.0,Rookie
24,2005,LF,Chin-Feng Chen,27,7,8,8,1,2,0,0,0,2,0,0,0,4,0.25,0.25,0.25,0.5,33,2,0,0,0,0,0,Right,No,USA,338000.0,Rookie
25,2005,P,Jeff Weaver,28,36,78,70,6,16,2,0,0,7,0,0,2,19,0.229,0.25,0.257,0.507,35,18,0,0,6,0,0,Right,No,USA,327000.0,Rookie
26,2005,P,Derek Lowe,32,33,76,65,3,10,2,0,0,4,1,0,2,17,0.154,0.179,0.185,0.364,-3,12,2,0,9,0,0,Right,No,USA,344000.0,Rookie
27,2005,P,Brad Penny,27,27,61,50,1,8,3,0,0,3,0,0,1,17,0.16,0.192,0.22,0.412,9,11,0,1,9,0,0,Right,No,USA,352000.0,Rookie
28,2005,P,Odalis Perez,27,19,42,33,2,4,0,0,0,0,0,0,1,10,0.121,0.147,0.121,0.268,-28,4,0,0,8,0,0,Left,No,Cuba,304000.0,Rookie
29,2005,P,D.J. Houlton,25,34,35,30,1,3,1,0,0,1,0,0,3,18,0.1,0.182,0.133,0.315,-14,4,0,0,2,0,0,Right,No,USA,311000.0,Rookie
30,2005,P,Scott Erickson,37,17,14,13,0,2,0,0,0,0,0,0,0,5,0.154,0.154,0.154,0.308,-18,2,0,0,1,0,0,Right,No,Cuba,350000.0,Rookie
31,2005,P,Edwin Jackson,21,10,11,10,0,2,0,0,0,1,0,0,1,2,0.2,0.273,0.2,0.473,28,2,0,0,0,0,0,Right,No,USA,331000.0,Rookie
32,2005,P,Elmer Dessens,34,27,10,10,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,South Korea,366000.0,Rookie
33,2005,P,Derek Thompson,24,4,5,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Left,No,Dominican Republic,359000.0,Rookie
34,2005,P,Duaner Sanchez,25,75,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,Puerto Rico,376000.0,Rookie
35,2005,P,Wilson Álvarez,35,21,3,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Left,No,USA,362000.0,Rookie
36,2005,P,Franquelis Osoria,23,22,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,Dominican Republic,339000.0,Rookie
37,2005,P,Giovanni Carrara,37,69,2,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No,USA,361000.0,Rookie
38,2005,P,Yhency Brazobán,25,73,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,Dominican Republic,325000.0,Rookie
39,2005,P,Kelly Wunsch,32,44,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No,USA,328000.0,Rookie
40,2005,P,Steve Schmoll,25,48,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,Venezuela,371000.0,Rookie
41,2005,P,Éric Gagné,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,Venezuela,340000.0,Rookie
42,2005,P,Hung-Chih Kuo,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,Cuba,372000.0,Rookie
43,2005,P,Buddy Carlyle,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,USA,374000.0,Rookie
44,2005,P,Jonathan Broxton,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,377000.0,Rookie
1,2004,C,Paul Lo Duca,32,91,381,349,41,105,18,1,10,49,2,4,22,27,0.301,0.351,0.444,0.795,109,155,15,6,2,2,0,Right,No,USA,3733000.0,Arbitration
2,2004,1B,Shawn Green,31,157,671,590,92,157,28,1,28,86,5,2,71,114,0.266,0.352,0.459,0.811,113,271,17,8,0,2,6,Left,No,USA,4934000.0,Arbitration
3,2004,2B,Alex Cora,28,138,484,405,47,107,9,4,10,47,3,4,47,41,0.264,0.364,0.38,0.745,98,154,9,18,12,2,10,Left,No,USA,2538000.0,Arbitration
4,2004,SS,César Izturis,24,159,728,670,90,193,32,9,4,62,25,9,43,70,0.288,0.33,0.381,0.71,88,255,6,0,12,3,2,Right,Yes,USA,2143000.0,Arbitration
5,2004,3B,Adrián Beltré,25,156,657,598,104,200,32,0,48,121,7,2,53,87,0.334,0.388,0.629,1.017,163,376,15,2,0,4,9,Right,No,Dominican Republic,5544000.0,Arbitration
6,2004,LF,Jayson Werth,25,89,326,290,56,76,11,3,16,47,4,1,30,85,0.262,0.338,0.486,0.825,115,141,1,4,1,1,0,Right,No,USA,4222000.0,Arbitration
7,2004,CF,Milton Bradley,26,141,597,516,72,138,24,0,19,67,15,11,71,123,0.267,0.362,0.424,0.786,108,219,12,6,3,1,3,Right,Yes,Venezuela,2977000.0,Arbitration
8,2004,RF,Juan Encarnación,28,86,350,324,42,76,18,1,13,43,3,3,21,53,0.235,0.289,0.417,0.705,84,135,9,4,0,1,0,Right,No,Dominican Republic,3277000.0,Arbitration
9,2004,LF,Dave Roberts,32,68,270,233,45,59,4,7,2,21,33,1,28,31,0.253,0.34,0.356,0.696,85,83,2,4,2,3,0,Left,No,USA,1300000.0,Rookie
10,2004,CF,Steve Finley,39,58,250,224,31,59,12,0,13,46,1,3,21,30,0.263,0.324,0.491,0.815,112,110,5,0,3,2,0,Left,No,USA,2060000.0,Arbitration
11,2004,2B,José Hernández,34,95,238,211,32,61,12,1,13,29,3,1,26,61,0.289,0.37,0.54,0.91,137,114,3,1,0,0,6,Right,No,Dominican Republic,6063000.0,Arbitration
12,2004,LF,Jason Grabowski,28,113,192,173,18,38,7,0,7,20,0,0,19,50,0.22,0.297,0.382,0.678,78,66,4,0,0,0,0,Left,No,USA,1077000.0,Rookie
13,2004,C,David Ross,27,70,190,165,13,28,3,1,5,15,0,0,15,62,0.17,0.253,0.291,0.544,44,48,3,5,0,5,1,Right,No,USA,878000.0,Rookie
14,2004,1B,Robin Ventura,36,102,175,152,19,37,3,0,5,28,0,0,22,31,0.243,0.337,0.362,0.699,86,55,3,0,0,1,1,Left,No,USA,961000.0,Rookie
15,2004,1B,Olmedo Saenz,33,77,128,111,17,31,1,0,8,22,0,0,12,33,0.279,0.352,0.505,0.856,123,56,4,2,0,3,1,Right,No,USA,3953000.0,Arbitration
16,2004,C,Brent Mayne,36,47,113,96,5,18,0,0,0,5,0,0,14,24,0.188,0.286,0.188,0.473,29,18,2,0,1,2,4,Left,No,USA,364000.0,Rookie
17,2004,1B,Hee-Seop Choi,25,31,76,62,5,10,5,0,0,6,0,0,11,18,0.161,0.289,0.242,0.531,43,15,2,1,0,2,2,Left,No,Dominican Republic,358000.0,Rookie
18,2004,2B,Joe Thurston,24,17,18,17,1,3,1,1,0,1,0,0,0,5,0.176,0.167,0.353,0.52,32,6,0,0,0,1,0,Left,No,USA,357000.0,Rookie
19,2004,MI,Antonio Perez,24,13,14,13,5,3,1,0,0,0,1,0,0,5,0.231,0.286,0.308,0.593,57,4,0,1,0,0,0,Right,No,Cuba,331000.0,Rookie
20,2004,LF,Chin-Feng Chen,26,8,10,8,1,0,0,0,0,0,0,0,2,3,0.0,0.2,0.0,0.2,-40,0,1,0,0,0,0,Right,No,Mexico,306000.0,Rookie
21,2004,C,Tom Wilson,33,9,8,8,1,1,0,0,0,0,0,0,0,3,0.125,0.125,0.125,0.25,-33,1,0,0,0,0,0,Right,No,USA,337000.0,Rookie
22,2004,IF,Jose Flores,31,9,5,4,0,1,0,0,0,0,0,0,1,2,0.25,0.4,0.25,0.65,78,1,0,0,0,0,0,Right,No,Puerto Rico,328000.0,Rookie
23,2004,P,Jeff Weaver,27,33,78,70,3,15,2,1,0,2,0,0,1,26,0.214,0.225,0.271,0.497,31,19,0,0,7,0,0,Right,No,USA,361000.0,Rookie
24,2004,P,Odalis Perez,26,30,70,62,5,7,2,0,0,2,0,0,2,17,0.113,0.141,0.145,0.286,-24,9,2,0,6,0,0,Left,No,Cuba,355000.0,Rookie
25,2004,P,Kazuhisa Ishii,30,29,62,55,7,7,0,0,1,6,0,0,1,24,0.127,0.143,0.182,0.325,-15,10,1,0,6,0,0,Left,No,Japan,333000.0,Rookie
26,2004,P,José Lima,31,37,57,48,1,9,0,0,0,2,0,0,1,19,0.188,0.204,0.188,0.392,5,9,2,0,8,0,0,Right,No,Venezuela,320000.0,Rookie
27,2004,P,Wilson Álvarez,34,39,34,31,4,5,0,0,0,0,0,0,1,14,0.161,0.188,0.161,0.349,-6,5,2,0,2,0,0,Left,No,USA,389000.0,Rookie
28,2004,P,Hideo Nomo,35,16,27,26,2,3,0,0,1,1,0,0,0,17,0.115,0.115,0.231,0.346,-11,6,0,0,1,0,0,Right,No,Japan,4000000.0,Mid
29,2004,P,Edwin Jackson,20,7,6,4,0,1,0,0,0,1,0,0,0,1,0.25,0.25,0.25,0.5,33,1,0,0,2,0,0,Right,No,Dominican Republic,362000.0,Rookie
30,2004,P,Guillermo Mota,30,49,6,6,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,Dominican Republic,313000.0,Rookie
31,2004,P,Duaner Sanchez,24,63,5,4,1,1,1,0,0,2,0,0,0,1,0.25,0.25,0.5,0.75,92,2,1,0,1,0,0,Right,No,Puerto Rico,344000.0,Rookie
32,2004,P,Brad Penny,26,3,4,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,Puerto Rico,302000.0,Rookie
33,2004,P,Elmer Dessens,33,12,4,4,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,33,1,0,0,0,0,0,Right,No,Puerto Rico,345000.0,Rookie
34,2004,P,Éric Gagné,28,67,3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,USA,387000.0,Rookie
35,2004,P,Brian Falkenborg,26,6,3,2,1,0,0,0,0,0,0,0,1,2,0.0,0.333,0.0,0.333,0,0,0,0,0,0,0,Right,No,USA,335000.0,Rookie
36,2004,P,Giovanni Carrara,36,41,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,USA,304000.0,Rookie
37,2004,P,Yhency Brazobán,24,31,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,Venezuela,303000.0,Rookie
38,2004,P,Darren Dreifort,32,55,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,USA,335000.0,Rookie
39,2004,P,Tom Martin,34,44,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,Panama,314000.0,Rookie
40,2004,P,Rodney Myers,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,Japan,302000.0,Rookie
41,2004,P,Mike Venafro,30,17,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,USA,368000.0,Rookie
42,2004,P,Masao Kida,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,341000.0,Rookie
43,2004,P,Scott Stewart,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,326000.0,Rookie
1,2003,C,Paul Lo Duca,31,147,630,568,64,155,34,2,7,52,0,2,44,54,0.273,0.335,0.377,0.712,91,214,21,10,7,1,6,Right,No,USA,3700000.0,Arbitration
2,2003,1B,Fred McGriff,39,86,329,297,32,74,14,0,13,40,0,0,31,66,0.249,0.322,0.428,0.75,99,127,7,1,0,0,4,Left,No,USA,1106000.0,Rookie
3,2003,2B,Alex Cora,27,148,514,477,39,119,24,3,4,34,4,2,16,59,0.249,0.287,0.338,0.625,67,161,5,10,9,2,3,Left,No,Cuba,1858000.0,Arbitration
4,2003,SS,César Izturis,23,158,593,558,47,140,21,6,1,40,10,5,25,70,0.251,0.282,0.315,0.597,60,176,8,0,7,3,8,Right,Yes,Venezuela,442000.0,Rookie
5,2003,3B,Adrián Beltré,24,158,608,559,50,134,30,2,23,80,2,2,37,103,0.24,0.29,0.424,0.714,88,237,13,5,1,6,4,Right,No,Dominican Republic,2551000.0,Arbitration
6,2003,LF,Jeromy Burnitz,34,61,246,230,25,47,4,0,13,32,4,0,14,57,0.204,0.252,0.391,0.643,69,90,1,1,0,1,3,Left,No,Dominican Republic,1324000.0,Rookie
7,2003,CF,Dave Roberts,31,107,440,388,56,97,6,5,2,16,40,14,43,39,0.25,0.331,0.307,0.638,73,119,0,4,5,0,1,Left,No,Mexico,1734000.0,Arbitration
8,2003,RF,Shawn Green,30,160,691,611,84,171,49,2,19,85,6,2,68,112,0.28,0.355,0.46,0.814,116,281,18,6,0,6,2,Left,No,USA,6262000.0,Arbitration
9,2003,UT,Jolbert Cabrera,30,128,380,347,43,98,32,2,6,37,6,4,17,62,0.282,0.332,0.438,0.77,104,152,10,10,3,3,3,Right,No,USA,2477000.0,Arbitration
10,2003,LF,Brian Jordan,36,66,253,224,28,67,9,0,6,28,1,1,23,30,0.299,0.372,0.42,0.791,112,94,3,4,0,2,3,Right,No,USA,2695000.0,Arbitration
11,2003,LF,Mike Kinkade,30,88,191,162,25,35,7,0,5,14,1,3,13,38,0.216,0.335,0.352,0.687,85,57,8,16,0,0,2,Right,No,USA,1314000.0,Rookie
12,2003,C,David Ross,26,40,140,124,19,32,7,0,10,18,0,0,13,42,0.258,0.336,0.556,0.892,134,69,4,2,0,1,0,Right,No,USA,4322000.0,Arbitration
13,2003,CI,Ron Coomer,36,69,137,125,11,30,4,0,4,15,0,0,10,19,0.24,0.299,0.368,0.667,78,46,7,1,0,1,2,Right,No,USA,957000.0,Rookie
14,2003,1B,Robin Ventura,35,49,127,109,11,24,5,1,5,13,0,0,18,25,0.22,0.331,0.422,0.753,100,46,3,0,0,0,2,Left,No,USA,2339000.0,Arbitration
15,2003,UT,Daryle Ward,28,52,114,109,6,20,1,0,0,9,0,0,3,19,0.183,0.211,0.193,0.403,9,21,4,1,0,1,0,Left,No,Dominican Republic,466000.0,Rookie
16,2003,LF,Rickey Henderson,44,30,84,72,7,15,1,0,2,5,3,0,11,16,0.208,0.321,0.306,0.627,70,22,0,1,0,0,0,Right,No,Dominican Republic,350000.0,Rookie
17,2003,CF,Wilkin Ruan,24,21,41,41,2,9,2,1,0,2,1,0,0,7,0.22,0.22,0.317,0.537,42,13,0,0,0,0,0,Right,No,Venezuela,349000.0,Rookie
18,2003,C,Todd Hundley,34,21,41,33,2,6,1,0,2,11,0,1,8,13,0.182,0.341,0.394,0.735,97,13,0,0,0,0,0,Right,Yes,USA,369000.0,Rookie
19,2003,1B,Larry Barnes,28,30,39,38,2,8,2,0,0,2,0,0,1,9,0.211,0.231,0.263,0.494,32,10,0,0,0,0,0,Left,No,Venezuela,375000.0,Rookie
20,2003,OF,Jason Romano,24,37,37,36,3,3,0,0,0,0,2,0,1,8,0.083,0.108,0.083,0.191,-48,3,2,0,0,0,0,Right,No,Venezuela,340000.0,Rookie
21,2003,LF,Chad Hermansen,25,11,27,25,2,4,1,0,0,2,0,0,2,9,0.16,0.222,0.2,0.422,15,5,0,0,0,0,0,Right,No,Dominican Republic,327000.0,Rookie
22,2003,LF,Bubba Crosby,26,9,12,12,0,1,0,0,0,1,0,0,0,3,0.083,0.083,0.083,0.167,-55,1,0,0,0,0,0,Left,No,USA,323000.0,Rookie
23,2003,2B,Joe Thurston,23,12,11,10,2,2,0,0,0,0,0,0,1,1,0.2,0.273,0.2,0.473,30,2,0,0,0,0,0,Left,No,USA,318000.0,Rookie
24,2003,,Koyie Hill,24,3,3,3,0,1,1,0,0,0,0,0,0,2,0.333,0.333,0.667,1.0,159,2,0,0,0,0,0,Right,Yes,USA,305000.0,Rookie
25,2003,,Chin-Feng Chen,25,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,Venezuela,331000.0,Rookie
26,2003,P,Hideo Nomo,34,31,74,65,4,9,1,0,1,3,0,0,3,25,0.138,0.176,0.2,0.376,1,13,1,0,6,0,0,Right,No,Japan,4000000.0,Mid
27,2003,P,Kevin Brown,38,30,70,63,4,10,3,0,0,2,0,0,0,28,0.159,0.156,0.206,0.363,-4,13,1,0,6,1,0,Right,No,USA,387000.0,Rookie
28,2003,P,Odalis Perez,25,28,63,52,3,5,0,0,0,0,0,0,1,14,0.096,0.113,0.096,0.209,-43,5,2,0,10,0,0,Left,No,Cuba,350000.0,Rookie
29,2003,P,Kazuhisa Ishii,29,25,43,34,1,1,0,1,0,0,0,0,0,16,0.029,0.029,0.088,0.118,-70,3,1,0,9,0,0,Left,No,Japan,331000.0,Rookie
30,2003,P,Wilson Álvarez,33,20,31,29,1,5,0,0,0,0,0,0,1,9,0.172,0.2,0.172,0.372,1,5,2,0,1,0,0,Left,No,Dominican Republic,352000.0,Rookie
31,2003,P,Darren Dreifort,31,10,19,15,0,2,1,0,0,1,0,0,1,9,0.133,0.188,0.2,0.388,4,3,0,0,3,0,0,Right,No,Dominican Republic,313000.0,Rookie
32,2003,P,Andy Ashby,35,20,17,14,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,-100,0,0,0,3,0,0,Right,No,USA,340000.0,Rookie
